"SAPCE1 Personal consumption expenditures (PCE) by major type of product 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005"
"00000","United States","1","Personal consumption expenditures",5536790.1,5877248.2,6283757.5,6767179.3,7073801.0,7348940.8,7740749.4,8231960.2,8769066.1
"00000","United States","2","  Goods",2006505.5,2108439.4,2287061.7,2453171.8,2525593.2,2598804.7,2722597.4,2902021.1,3082922.8
"00000","United States","3","    Durable goods",715529.6,779293.4,855568.3,912571.8,941515.1,985368.1,1017800.6,1080574.3,1128610.2
"00000","United States","4","      Motor vehicles and parts",293082.5,320204.7,350730.2,363227.6,383289.5,401346.5,401518.3,409310.9,409954.2
"00000","United States","5","      Furnishings and durable household equipment",160490.2,173579.1,191184.9,208105.7,214940.1,225868.3,235161.0,254310.4,271273.5
"00000","United States","6","      Recreational goods and vehicles",174632.0,191359.7,210921.5,230858.6,234933.1,244773.3,259466.2,284842.1,306400.9
"00000","United States","7","      Other durable goods",87324.8,94149.8,102731.7,110380.0,108352.4,113379.9,121655.2,132110.9,140981.6
"00000","United States","8","    Nondurable goods",1290976.0,1329146.0,1431493.4,1540600.0,1584078.0,1613436.7,1704796.8,1821446.8,1954312.6
"00000","United States","9","      Food and beverages purchased for off-premises consumption",474777.2,487437.0,515530.4,540578.4,564002.8,575052.2,599580.2,632604.5,668216.1
"00000","United States","10","      Clothing and footwear",247496.1,257805.3,271096.9,280831.4,277868.4,278834.8,285295.5,297379.6,310509.3
"00000","United States","11","      Gasoline and other energy goods",147661.2,132354.7,146544.9,184515.6,177985.9,167899.8,196411.7,232732.5,283769.9
"00000","United States","12","      Other nondurable goods",421041.4,451549.0,498321.2,534674.6,564221.0,591649.9,623509.4,658730.3,691817.2
"00000","United States","13","  Services",3530284.6,3768808.8,3996695.8,4314007.5,4548207.8,4750136.1,5018152.0,5329939.1,5686143.4
"00000","United States","14","    Household consumption expenditures (for services)",3424696.6,3645002.1,3858466.8,4155967.0,4369125.2,4551793.5,4812640.6,5123567.5,5475875.9
"00000","United States","15","      Housing and utilities",1009822.3,1065472.1,1123133.2,1198555.7,1287493.2,1329534.3,1391084.3,1466632.7,1580104.8
"00000","United States","16","      Health care",790947.7,832045.1,863589.3,918424.6,996564.0,1082872.1,1154049.4,1238873.2,1320533.1
"00000","United States","17","      Transportation services",211803.2,225179.9,241343.8,261279.3,259800.4,251873.5,259618.3,271149.6,283884.3
"00000","United States","18","      Recreation services",208317.0,220204.3,238055.3,254390.0,262290.3,271403.1,288864.8,311478.7,328124.0
"00000","United States","19","      Food services and accommodations",343427.5,361836.3,380330.7,408781.2,419663.8,436310.5,462716.0,498229.4,533632.4
"00000","United States","20","      Financial services and insurance",408884.2,446059.4,484587.9,541925.3,529301.7,539046.2,574199.3,619316.4,676844.8
"00000","United States","21","      Other services",451494.8,494205.0,527426.5,572610.9,614011.7,640753.9,682108.4,717887.5,752752.4
"00000","United States","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",105588.0,123806.7,138229.0,158040.6,179082.6,198342.5,205511.4,206371.6,210267.5
"00000","United States","23","      Gross output of nonprofit institutions",502624.5,542521.1,576318.9,621640.5,676441.5,737060.5,774642.9,818993.8,868455.5
"00000","United States","24","      Less: Receipts from sales of goods and services by nonprofit institutions",397036.5,418714.3,438090.0,463600.0,497358.8,538717.9,569131.5,612622.1,658188.0
"01000","Alabama","1","Personal consumption expenditures",77070.9,80481.0,85034.2,89929.0,93426.3,97418.0,102313.2,108647.0,115868.6
"01000","Alabama","2","  Goods",29995.6,30983.5,33160.7,34957.7,36103.3,37681.1,39777.5,42550.4,45480.9
"01000","Alabama","3","    Durable goods",9990.1,10678.2,11586.0,11949.6,12226.2,13059.6,13427.5,14203.4,14885.3
"01000","Alabama","4","      Motor vehicles and parts",4890.3,5291.3,5784.0,5827.2,6085.2,6490.7,6531.0,6669.9,6793.2
