SAGDP2N Gross domestic product (GDP) by state 1/,,,,,
(Millions of current dollars) ,,,,,
Bureau of Economic Analysis ,,,,,
State or DC,,,,,
GeoFips,GeoName,LineCode,Description,2002,Code 
0,United States *,1,All industry total,10936418,0
0,United States *,2,  Private industries,9462019.7,0
0,United States *,3,"    Agriculture, forestry, fishing and hunting",95629,1
0,United States *,4,      Farms,74033,0
0,United States *,5,"      Forestry, fishing, and related activities",21596,0
0,United States *,6,"    Mining, quarrying, and oil and gas extraction",112417,2
0,United States *,7,      Oil and gas extraction,69887.5,0
0,United States *,8,      Mining (except oil and gas),27319.5,0
0,United States *,9,      Support activities for mining,15210.1,0
0,United States *,10,    Utilities,177617.8,0
0,United States *,11,    Construction,493559.5,18
0,United States *,12,    Manufacturing,1468491.8,0
0,United States *,13,      Durable goods manufacturing,832841.6,0
0,United States *,14,        Wood product manufacturing,27265.5,6
0,United States *,15,        Nonmetallic mineral product manufacturing,41806.6,11
0,United States *,16,        Primary metal manufacturing,41679.5,12
0,United States *,17,        Fabricated metal product manufacturing,106091.3,12
0,United States *,18,        Machinery manufacturing,98930.3,13
0,United States *,19,        Computer and electronic product manufacturing,172900.7,14
0,United States *,20,"        Electrical equipment, appliance, and component manufacturing",43694.2,14
0,United States *,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",135235.5,15
0,United States *,22,        Other transportation equipment manufacturing,72963.9,15
0,United States *,23,        Furniture and related product manufacturing,31241.9,16
0,United States *,24,        Miscellaneous manufacturing,61032.4,16
0,United States *,25,      Nondurable goods manufacturing,635650.1,0
0,United States *,26,        Food and beverage and tobacco product manufacturing,175590.5,3
0,United States *,27,        Textile mills and textile product mills,24026,4
0,United States *,28,"        Apparel, leather, and allied product manufacturing",18137.9,4
0,United States *,29,        Paper manufacturing,54119.4,6
0,United States *,30,        Printing and related support activities,42135.6,6
0,United States *,31,        Petroleum and coal products manufacturing,50723,2
0,United States *,32,        Chemical manufacturing,207880.7,9
0,United States *,33,        Plastics and rubber products manufacturing,63037.1,10
0,United States *,34,    Wholesale trade,613146.7,19
0,United States *,35,    Retail trade,732632.4,19
0,United States *,36,    Transportation and warehousing,305677,0
0,United States *,37,      Air transportation,52049.4,23
0,United States *,38,      Rail transportation,21723.3,23
0,United States *,39,      Water transportation,7038,23
0,United States *,40,      Truck transportation,97118,23
0,United States *,41,      Transit and ground passenger transportation,19463.4,23
0,United States *,42,      Pipeline transportation,10036.8,23
0,United States *,43,      Other transportation and support activities,71694.5,23
0,United States *,44,      Warehousing and storage,26553.4,34
0,United States *,45,    Information,550581.7,27
0,United States *,46,      Publishing industries (except Internet),136930.6,0
0,United States *,47,      Motion picture and sound recording industries,71669.8,0
0,United States *,48,      Broadcasting (except Internet) and telecommunications,280805.7,0
0,United States *,49,"      Data processing, hosting, and other information services",61175.6,0
0,United States *,50,"    Finance, insurance, real estate, rental, and leasing",2216959.8,0
0,United States *,51,      Finance and insurance,816432.1,28
0,United States *,52,"        Monetary Authorities- central bank, credit intermediation, and related services",385582.2,0
0,United States *,53,"        Securities, commodity contracts, and other financial investments and related activities",162624.9,0
0,United States *,54,        Insurance carriers and related activities,251216.1,0
0,United States *,55,"        Funds, trusts, and other financial vehicles",17008.8,0
0,United States *,56,      Real estate and rental and leasing,1400527.8,29
0,United States *,57,        Real estate,1254091.4,0
0,United States *,58,        Rental and leasing services and lessors of nonfinancial intangible assets,146436.3,0
0,United States *,59,    Professional and business services,1189855.6,34
0,United States *,60,"      Professional, scientific, and technical services",714721.3,0
0,United States *,61,        Legal services,149234.3,0
0,United States *,62,        Computer systems design and related services,110196.8,0
0,United States *,63,"        Miscellaneous professional, scientific, and technical services",455290.2,0
0,United States *,64,      Management of companies and enterprises,174967.3,0
0,United States *,65,      Administrative and support and waste management and remediation services,300167,0
0,United States *,66,        Administrative and support services,269808.9,0
0,United States *,67,        Waste management and remediation services,30358,0
0,United States *,68,"    Educational services, health care, and social assistance",807029.6,0
0,United States *,69,      Educational services,106491,32
0,United States *,70,      Health care and social assistance,700538.6,33
0,United States *,71,        Ambulatory health care services,334114.6,0
0,United States *,72,        Hospitals,225910.8,0
0,United States *,73,        Nursing and residential care facilities,80809.4,0
0,United States *,74,        Social assistance,59703.8,0
0,United States *,75,"    Arts, entertainment, recreation, accommodation, and food services",413526.5,0
0,United States *,76,"      Arts, entertainment, and recreation",103788,34
0,United States *,77,"        Performing arts, spectator sports, museums, and related activities",56941,0
0,United States *,78,"        Amusement, gambling, and recreation industries",46847,0
0,United States *,79,      Accommodation and food services,309738.5,22
0,United States *,80,        Accommodation,92676.1,0
0,United States *,81,        Food services and drinking places,217062.4,0
0,United States *,82,    Other services (except government and government enterprises),284895.3,34
0,United States *,83,  Government and government enterprises,1474399.4,0
0,United States *,84,    Federal civilian,269639,0
0,United States *,85,    Military,192848.3,0
0,United States *,86,    State and local,1011911.8,0
0,United States *,,Addenda:,,0
0,United States *,87,Natural resources and mining,208046,0
0,United States *,88,Trade,1345779.1,0
0,United States *,89,Transportation and utilities,483294.7,0
0,United States *,91,Private goods-producing industries 2/,2170097.3,0
0,United States *,92,Private services-providing industries 3/,7291922.4,0
0,United States *,100,"All industry total, overseas activity",67596.7,0
0,United States *,101,"Government and government enterprises, overseas activity",67596.7,0
0,United States *,102,"Federal civilian, overseas activity",3405,0
0,United States *,103,"Military, overseas activity",64191.7,0
1000,Alabama,1,All industry total,127792.3,0
1000,Alabama,2,  Private industries,106583.9,0
1000,Alabama,3,"    Agriculture, forestry, fishing and hunting",1588,1
1000,Alabama,4,      Farms,1201.1,0
1000,Alabama,5,"      Forestry, fishing, and related activities",386.9,0
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1207.9,2
1000,Alabama,7,      Oil and gas extraction,440.9,0
