SAGDP2N Gross domestic product (GDP) by state 1/,,,,,
(Millions of current dollars) ,,,,,
Bureau of Economic Analysis ,,,,,
State or DC,,,,,
GeoFips,GeoName,LineCode,Description,2004,Code 
0,United States *,1,All industry total,12213730,0
0,United States *,2,  Private industries,10582458.5,0
0,United States *,3,"    Agriculture, forestry, fishing and hunting",142945.2,1
0,United States *,4,      Farms,119356,0
0,United States *,5,"      Forestry, fishing, and related activities",23589.2,0
0,United States *,6,"    Mining, quarrying, and oil and gas extraction",166517.5,2
0,United States *,7,      Oil and gas extraction,112984.6,0
0,United States *,8,      Mining (except oil and gas),33623.8,0
0,United States *,9,      Support activities for mining,19909.1,0
0,United States *,10,    Utilities,199216.5,0
0,United States *,11,    Construction,584642.8,18
0,United States *,12,    Manufacturing,1608098.1,0
0,United States *,13,      Durable goods manufacturing,905121.1,0
0,United States *,14,        Wood product manufacturing,32586.7,6
0,United States *,15,        Nonmetallic mineral product manufacturing,45280.8,11
0,United States *,16,        Primary metal manufacturing,54987.3,12
0,United States *,17,        Fabricated metal product manufacturing,114688.5,12
0,United States *,18,        Machinery manufacturing,104147.3,13
0,United States *,19,        Computer and electronic product manufacturing,201504.3,14
0,United States *,20,"        Electrical equipment, appliance, and component manufacturing",42069.8,14
0,United States *,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",139136.9,15
0,United States *,22,        Other transportation equipment manufacturing,75857.4,15
0,United States *,23,        Furniture and related product manufacturing,30984.1,16
0,United States *,24,        Miscellaneous manufacturing,63878,16
0,United States *,25,      Nondurable goods manufacturing,702977,0
0,United States *,26,        Food and beverage and tobacco product manufacturing,175833.8,3
0,United States *,27,        Textile mills and textile product mills,22155.4,4
0,United States *,28,"        Apparel, leather, and allied product manufacturing",14580.7,4
0,United States *,29,        Paper manufacturing,52744.4,6
0,United States *,30,        Printing and related support activities,42753.8,6
0,United States *,31,        Petroleum and coal products manufacturing,104213.7,2
0,United States *,32,        Chemical manufacturing,226842.7,9
0,United States *,33,        Plastics and rubber products manufacturing,63852.5,10
0,United States *,34,    Wholesale trade,697110.4,19
0,United States *,35,    Retail trade,795568.2,19
0,United States *,36,    Transportation and warehousing,352061.6,0
0,United States *,37,      Air transportation,60834.1,23
0,United States *,38,      Rail transportation,25241,23
0,United States *,39,      Water transportation,8638.8,23
0,United States *,40,      Truck transportation,109115.4,23
0,United States *,41,      Transit and ground passenger transportation,23041.5,23
0,United States *,42,      Pipeline transportation,10650.5,23
0,United States *,43,      Other transportation and support activities,80941.4,23
0,United States *,44,      Warehousing and storage,33599,34
0,United States *,45,    Information,620362.9,27
0,United States *,46,      Publishing industries (except Internet),160589.8,0
0,United States *,47,      Motion picture and sound recording industries,74481.7,0
0,United States *,48,      Broadcasting (except Internet) and telecommunications,311133.4,0
0,United States *,49,"      Data processing, hosting, and other information services",74158.1,0
0,United States *,50,"    Finance, insurance, real estate, rental, and leasing",2389114,0
0,United States *,51,      Finance and insurance,872386.6,28
0,United States *,52,"        Monetary Authorities- central bank, credit intermediation, and related services",374341.1,0
0,United States *,53,"        Securities, commodity contracts, and other financial investments and related activities",154873.1,0
0,United States *,54,        Insurance carriers and related activities,322198.1,0
0,United States *,55,"        Funds, trusts, and other financial vehicles",20974.2,0
0,United States *,56,      Real estate and rental and leasing,1516727.4,29
0,United States *,57,        Real estate,1377948.7,0
0,United States *,58,        Rental and leasing services and lessors of nonfinancial intangible assets,138778.7,0
0,United States *,59,    Professional and business services,1341034.6,34
0,United States *,60,"      Professional, scientific, and technical services",792390.3,0
0,United States *,61,        Legal services,180814.3,0
0,United States *,62,        Computer systems design and related services,122926.4,0
0,United States *,63,"        Miscellaneous professional, scientific, and technical services",488649.6,0
0,United States *,64,      Management of companies and enterprises,203127.9,0
0,United States *,65,      Administrative and support and waste management and remediation services,345516.4,0
0,United States *,66,        Administrative and support services,313574.2,0
0,United States *,67,        Waste management and remediation services,31942.2,0
0,United States *,68,"    Educational services, health care, and social assistance",927339,0
0,United States *,69,      Educational services,129073.3,32
0,United States *,70,      Health care and social assistance,798265.7,33
0,United States *,71,        Ambulatory health care services,375151.5,0
0,United States *,72,        Hospitals,265194.4,0
0,United States *,73,        Nursing and residential care facilities,90176.7,0
0,United States *,74,        Social assistance,67743.1,0
0,United States *,75,"    Arts, entertainment, recreation, accommodation, and food services",461170,0
0,United States *,76,"      Arts, entertainment, and recreation",117867.2,34
0,United States *,77,"        Performing arts, spectator sports, museums, and related activities",65084.2,0
0,United States *,78,"        Amusement, gambling, and recreation industries",52783,0
0,United States *,79,      Accommodation and food services,343302.8,22
0,United States *,80,        Accommodation,102385.5,0
0,United States *,81,        Food services and drinking places,240917.3,0
0,United States *,82,    Other services (except government and government enterprises),297277.7,34
0,United States *,83,  Government and government enterprises,1631270.6,0
0,United States *,84,    Federal civilian,299366.4,0
0,United States *,85,    Military,226146.4,0
0,United States *,86,    State and local,1105757.6,0
0,United States *,,Addenda:,,0
0,United States *,87,Natural resources and mining,309462.7,0
0,United States *,88,Trade,1492678.6,0
0,United States *,89,Transportation and utilities,551278.1,0
0,United States *,91,Private goods-producing industries 2/,2502203.5,0
0,United States *,92,Private services-providing industries 3/,8080255,0
0,United States *,100,"All industry total, overseas activity",75967.5,0
0,United States *,101,"Government and government enterprises, overseas activity",75967.5,0
0,United States *,102,"Federal civilian, overseas activity",3962,0
0,United States *,103,"Military, overseas activity",72005.5,0
1000,Alabama,1,All industry total,146524.7,0
1000,Alabama,2,  Private industries,122795.7,0
1000,Alabama,3,"    Agriculture, forestry, fishing and hunting",2925.3,1
1000,Alabama,4,      Farms,2419.2,0
1000,Alabama,5,"      Forestry, fishing, and related activities",506.2,0
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1960.5,2
1000,Alabama,7,      Oil and gas extraction,960.7,0
1000,Alabama,8,      Mining (except oil and gas),931.1,0
1000,Alabama,9,      Support activities for mining,68.8,0
1000,Alabama,10,    Utilities,3916.2,0
1000,Alabama,11,    Construction,6830.1,18
1000,Alabama,12,    Manufacturing,26408.8,0
1000,Alabama,13,      Durable goods manufacturing,15085.2,0
1000,Alabama,14,        Wood product manufacturing,1228.2,6
1000,Alabama,15,        Nonmetallic mineral product manufacturing,801.6,11
1000,Alabama,16,        Primary metal manufacturing,2120.5,12
1000,Alabama,17,        Fabricated metal product manufacturing,1865.5,12
1000,Alabama,18,        Machinery manufacturing,779.1,13
1000,Alabama,19,        Computer and electronic product manufacturing,1622,14
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",632.8,14
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",3481.4,15
1000,Alabama,22,        Other transportation equipment manufacturing,1396.4,15
1000,Alabama,23,        Furniture and related product manufacturing,753.8,16
1000,Alabama,24,        Miscellaneous manufacturing,404.1,16
1000,Alabama,25,      Nondurable goods manufacturing,11323.6,0
