"SAGDP6N Taxes on production and imports 1/"
"(Thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2002"
"00000","United States *","1","All industry total",760031227
"00000","United States *","2","  Private industries",759701230
"00000","United States *","3","    Agriculture, forestry, fishing and hunting",5695125
"00000","United States *","4","      Farms",4893173
"00000","United States *","5","      Forestry, fishing, and related activities",801952
"00000","United States *","6","    Mining, quarrying, and oil and gas extraction",14697094
"00000","United States *","7","      Oil and gas extraction",11148097
"00000","United States *","8","      Mining (except oil and gas)",2810987
"00000","United States *","9","      Support activities for mining",738009
"00000","United States *","10","    Utilities",36822795
"00000","United States *","11","    Construction",6065536
"00000","United States *","12","    Manufacturing",51617421
"00000","United States *","13","      Durable goods manufacturing",20342313
"00000","United States *","14","        Wood product manufacturing",561996
"00000","United States *","15","        Nonmetallic mineral product manufacturing",991998
"00000","United States *","16","        Primary metal manufacturing",1868991
"00000","United States *","17","        Fabricated metal product manufacturing",2078616
"00000","United States *","18","        Machinery manufacturing",2523969
"00000","United States *","19","        Computer and electronic product manufacturing",5640668
"00000","United States *","20","        Electrical equipment, appliance, and component manufacturing",1055955
"00000","United States *","21","        Motor vehicles, bodies and trailers, and parts manufacturing",2417280
"00000","United States *","22","        Other transportation equipment manufacturing",1640957
"00000","United States *","23","        Furniture and related product manufacturing",319994
"00000","United States *","24","        Miscellaneous manufacturing",1241890
"00000","United States *","25","      Nondurable goods manufacturing",31275109
"00000","United States *","26","        Food and beverage and tobacco product manufacturing",18161231
"00000","United States *","27","        Textile mills and textile product mills",637000
"00000","United States *","28","        Apparel, leather, and allied product manufacturing",292995
"00000","United States *","29","        Paper manufacturing",1617987
"00000","United States *","30","        Printing and related support activities",709993
"00000","United States *","31","        Petroleum and coal products manufacturing",1720306
"00000","United States *","32","        Chemical manufacturing",6801597
"00000","United States *","33","        Plastics and rubber products manufacturing",1334002
"00000","United States *","34","    Wholesale trade",135438588
"00000","United States *","35","    Retail trade",136446196
"00000","United States *","36","    Transportation and warehousing",21473203
"00000","United States *","37","      Air transportation",13333923
"00000","United States *","38","      Rail transportation",916976
"00000","United States *","39","      Water transportation",619530
"00000","United States *","40","      Truck transportation",2368739
"00000","United States *","41","      Transit and ground passenger transportation",897984
"00000","United States *","42","      Pipeline transportation",1095015
"00000","United States *","43","      Other transportation and support activities",1849031
"00000","United States *","44","      Warehousing and storage",392004
"00000","United States *","45","    Information",44140348
"00000","United States *","46","      Publishing industries (except Internet)",2747948
"00000","United States *","47","      Motion picture and sound recording industries",4528990
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",35387447
"00000","United States *","49","      Data processing, hosting, and other information services",1475963
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",195203010
"00000","United States *","51","      Finance and insurance",30776859
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",10483316
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",4011817
"00000","United States *","54","        Insurance carriers and related activities",15412961
"00000","United States *","55","        Funds, trusts, and other financial vehicles",868765
"00000","United States *","56","      Real estate and rental and leasing",164426150
"00000","United States *","57","        Real estate",154196807
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",10229343
"00000","United States *","59","    Professional and business services",30178345
"00000","United States *","60","      Professional, scientific, and technical services",17924736
"00000","United States *","61","        Legal services",8008952
"00000","United States *","62","        Computer systems design and related services",2706947
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",7208838
"00000","United States *","64","      Management of companies and enterprises",5525710
"00000","United States *","65","      Administrative and support and waste management and remediation services",6727899
"00000","United States *","66","        Administrative and support services",4920962
"00000","United States *","67","        Waste management and remediation services",1806936
"00000","United States *","68","    Educational services, health care, and social assistance",19499645
"00000","United States *","69","      Educational services",4316970
"00000","United States *","70","      Health care and social assistance",15182675
"00000","United States *","71","        Ambulatory health care services",5134673
"00000","United States *","72","        Hospitals",6621772
"00000","United States *","73","        Nursing, and residential care facilities",2443236
"00000","United States *","74","        Social assistance",982994
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",49660096
"00000","United States *","76","      Arts, entertainment, and recreation",9918349
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",4556008
