SAGDP2N Gross domestic product (GDP) by state 1/,,,,,
(Millions of current dollars) ,,,,,
Bureau of Economic Analysis ,,,,,
State or DC,,,,,
GeoFips,GeoName,LineCode,Description,2005,Code 
0,United States *,1,All industry total,13036637,0
0,United States *,2,  Private industries,11326368.9,0
0,United States *,3,"    Agriculture, forestry, fishing and hunting",128346.7,1
0,United States *,4,      Farms,104459,0
0,United States *,5,"      Forestry, fishing, and related activities",23887.7,0
0,United States *,6,"    Mining, quarrying, and oil and gas extraction",225677.5,2
0,United States *,7,      Oil and gas extraction,156002.4,0
0,United States *,8,      Mining (except oil and gas),42877.9,0
0,United States *,9,      Support activities for mining,26797.2,0
0,United States *,10,    Utilities,198142.9,0
0,United States *,11,    Construction,651816.2,18
0,United States *,12,    Manufacturing,1693441.4,0
0,United States *,13,      Durable goods manufacturing,956799.3,0
0,United States *,14,        Wood product manufacturing,34725.4,6
0,United States *,15,        Nonmetallic mineral product manufacturing,48841.9,11
0,United States *,16,        Primary metal manufacturing,56260,12
0,United States *,17,        Fabricated metal product manufacturing,122369.5,12
0,United States *,18,        Machinery manufacturing,114407.6,13
0,United States *,19,        Computer and electronic product manufacturing,211257,14
0,United States *,20,"        Electrical equipment, appliance, and component manufacturing",43229.9,14
0,United States *,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",135998.9,15
0,United States *,22,        Other transportation equipment manufacturing,89746.2,15
0,United States *,23,        Furniture and related product manufacturing,33701,16
0,United States *,24,        Miscellaneous manufacturing,66261.6,16
0,United States *,25,      Nondurable goods manufacturing,736642.1,0
0,United States *,26,        Food and beverage and tobacco product manufacturing,178690.6,3
0,United States *,27,        Textile mills and textile product mills,20676.5,4
0,United States *,28,"        Apparel, leather, and allied product manufacturing",13839.2,4
0,United States *,29,        Paper manufacturing,51700.4,6
0,United States *,30,        Printing and related support activities,44477.7,6
0,United States *,31,        Petroleum and coal products manufacturing,141161.9,2
0,United States *,32,        Chemical manufacturing,223146.4,9
0,United States *,33,        Plastics and rubber products manufacturing,62949.4,10
0,United States *,34,    Wholesale trade,754948.7,19
0,United States *,35,    Retail trade,840827,19
0,United States *,36,    Transportation and warehousing,375824,0
0,United States *,37,      Air transportation,61711.2,23
0,United States *,38,      Rail transportation,28014.7,23
0,United States *,39,      Water transportation,8831,23
0,United States *,40,      Truck transportation,116906.7,23
0,United States *,41,      Transit and ground passenger transportation,23560.5,23
0,United States *,42,      Pipeline transportation,9863.8,23
0,United States *,43,      Other transportation and support activities,88844.7,23
0,United States *,44,      Warehousing and storage,38091.3,34
0,United States *,45,    Information,642338,27
0,United States *,46,      Publishing industries (except Internet),172650.1,0
0,United States *,47,      Motion picture and sound recording industries,63071.5,0
0,United States *,48,      Broadcasting (except Internet) and telecommunications,334668.8,0
0,United States *,49,"      Data processing, hosting, and other information services",71947.6,0
0,United States *,50,"    Finance, insurance, real estate, rental, and leasing",2606173.3,0
0,United States *,51,      Finance and insurance,973705.3,28
0,United States *,52,"        Monetary Authorities- central bank, credit intermediation, and related services",408102.6,0
0,United States *,53,"        Securities, commodity contracts, and other financial investments and related activities",193767.6,0
0,United States *,54,        Insurance carriers and related activities,348403.5,0
0,United States *,55,"        Funds, trusts, and other financial vehicles",23431.6,0
0,United States *,56,      Real estate and rental and leasing,1632468,29
0,United States *,57,        Real estate,1489154.1,0
0,United States *,58,        Rental and leasing services and lessors of nonfinancial intangible assets,143313.9,0
0,United States *,59,    Professional and business services,1446405.6,34
0,United States *,60,"      Professional, scientific, and technical services",852400.8,0
0,United States *,61,        Legal services,195176.2,0
0,United States *,62,        Computer systems design and related services,134928.5,0
0,United States *,63,"        Miscellaneous professional, scientific, and technical services",522296.2,0
0,United States *,64,      Management of companies and enterprises,214112.3,0
0,United States *,65,      Administrative and support and waste management and remediation services,379892.4,0
0,United States *,66,        Administrative and support services,346260.2,0
0,United States *,67,        Waste management and remediation services,33632.3,0
