"SAGDP6N Taxes on production and imports 1/"
"(thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1997"
"00000","United States *","1","All industry total",611614000
"00000","United States *","2","  Private industries",611366000
"00000","United States *","3","    Agriculture, forestry, fishing and hunting",5257000
"00000","United States *","4","      Farms",4435000
"00000","United States *","5","      Forestry, fishing, and related activities",821000
"00000","United States *","6","    Mining, quarrying, and oil and gas extraction",12970000
"00000","United States *","7","      Oil and gas extraction",9234000
"00000","United States *","8","      Mining (except oil and gas)",3043000
"00000","United States *","9","      Support activities for mining",692000
"00000","United States *","10","    Utilities",31759000
"00000","United States *","11","    Construction",4243000
"00000","United States *","12","    Manufacturing",41145000
"00000","United States *","13","      Durable goods manufacturing",15375000
"00000","United States *","14","        Wood product manufacturing",551000
"00000","United States *","15","        Nonmetallic mineral product manufacturing",867000
"00000","United States *","16","        Primary metal manufacturing",2008000
"00000","United States *","17","        Fabricated metal product manufacturing",1859000
"00000","United States *","18","        Machinery manufacturing",1979000
"00000","United States *","19","        Computer and electronic product manufacturing",3494000
"00000","United States *","20","        Electrical equipment, appliance, and component manufacturing",750000
"00000","United States *","21","        Motor vehicles, bodies and trailers, and parts manufacturing",1639000
"00000","United States *","22","        Other transportation equipment manufacturing",1133000
"00000","United States *","23","        Furniture and related product manufacturing",254000
"00000","United States *","24","        Miscellaneous manufacturing",841000
"00000","United States *","25","      Nondurable goods manufacturing",25769000
"00000","United States *","26","        Food and beverage and tobacco product manufacturing",15581000
"00000","United States *","27","        Textile mills and textile product mills",707000
"00000","United States *","28","        Apparel, leather, and allied product manufacturing",290000
"00000","United States *","29","        Paper manufacturing",1673000
"00000","United States *","30","        Printing and related support activities",645000
"00000","United States *","31","        Petroleum and coal products manufacturing",1650000
"00000","United States *","32","        Chemical manufacturing",3988000
"00000","United States *","33","        Plastics and rubber products manufacturing",1234000
"00000","United States *","34","    Wholesale trade",122980000
"00000","United States *","35","    Retail trade",106246000
"00000","United States *","36","    Transportation and warehousing",16229000
"00000","United States *","37","      Air transportation",8832000
"00000","United States *","38","      Rail transportation",712000
"00000","United States *","39","      Water transportation",746000
"00000","United States *","40","      Truck transportation",2087000
"00000","United States *","41","      Transit and ground passenger transportation",739000
"00000","United States *","42","      Pipeline transportation",968000
"00000","United States *","43","      Other transportation and support activities",1799000
"00000","United States *","44","      Warehousing and storage",346000
"00000","United States *","45","    Information",31040000
"00000","United States *","46","      Publishing industries (except Internet)",1507000
"00000","United States *","47","      Motion picture and sound recording industries",1668000
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",27195000
"00000","United States *","49","      Data processing, hosting, and other information services",671000
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",156656000
"00000","United States *","51","      Finance and insurance",27048000
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",7952000
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",3325000
"00000","United States *","54","        Insurance carriers and related activities",14227000
"00000","United States *","55","        Funds, trusts, and other financial vehicles",1545000
"00000","United States *","56","      Real estate and rental and leasing",129609000
"00000","United States *","57","        Real estate",122284000
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",7325000
"00000","United States *","59","    Professional and business services",20874000
"00000","United States *","60","      Professional, scientific, and technical services",10270000
"00000","United States *","61","        Legal services",3577000
"00000","United States *","62","        Computer systems design and related services",1810000
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",4883000
"00000","United States *","64","      Management of companies and enterprises",5012000
"00000","United States *","65","      Administrative and support and waste management and remediation services",5592000
"00000","United States *","66","        Administrative and support services",3957000
"00000","United States *","67","        Waste management and remediation services",1635000
"00000","United States *","68","    Educational services, health care, and social assistance",13243000
"00000","United States *","69","      Educational services",3274000
"00000","United States *","70","      Health care and social assistance",9969000
"00000","United States *","71","        Ambulatory health care services",4556000
"00000","United States *","72","        Hospitals",3330000
"00000","United States *","73","        Nursing and residential care facilities",1396000
"00000","United States *","74","        Social assistance",686000
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",38222000
"00000","United States *","76","      Arts, entertainment, and recreation",6951000
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",2699000
"00000","United States *","78","        Amusement, gambling, and recreation industries",4252000
"00000","United States *","79","      Accommodation and food services",31271000
"00000","United States *","80","        Accommodation",10898000
"00000","United States *","81","        Food services and drinking places",20373000
"00000","United States *","82","    Other services (except government and government enterprises)",10502000
"00000","United States *","83","  Government and government enterprises",248000
"00000","United States *","84","    Federal civilian",0
"00000","United States *","85","    Military",0
"00000","United States *","86","    State and local",248000
"00000","United States *","","Addenda:",""
"00000","United States *","87","Natural resources and mining",18225000
"00000","United States *","88","Trade",229226000
"00000","United States *","89","Transportation and utilities",47988000
"00000","United States *","90","Manufacturing and information",72184000
"00000","United States *","91","Private goods-producing industries 2/",63614000
"00000","United States *","92","Private services-providing industries 3/",547752000
"01000","Alabama","1","All industry total",6754767
"01000","Alabama","2","  Private industries",6754767
"01000","Alabama","3","    Agriculture, forestry, fishing and hunting",38857
"01000","Alabama","4","      Farms",25646
"01000","Alabama","5","      Forestry, fishing, and related activities",13211
