"SAGDP5N Subsidies 1/"
"(thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2008"
"00000","United States *","1","All industry total",-52557000
"00000","United States *","2","  Private industries",-31704000
"00000","United States *","3","    Agriculture, forestry, fishing and hunting",-10346000
"00000","United States *","4","      Farms",-10346000
"00000","United States *","5","      Forestry, fishing, and related activities",0
"00000","United States *","6","    Mining, quarrying, and oil and gas extraction",0
"00000","United States *","7","      Oil and gas extraction",0
"00000","United States *","8","      Mining (except oil and gas)",0
"00000","United States *","9","      Support activities for mining",0
"00000","United States *","10","    Utilities",0
"00000","United States *","11","    Construction",0
"00000","United States *","12","    Manufacturing",-125000
"00000","United States *","13","      Durable goods manufacturing",-120000
"00000","United States *","14","        Wood product manufacturing",0
"00000","United States *","15","        Nonmetallic mineral product manufacturing",0
"00000","United States *","16","        Primary metal manufacturing",0
"00000","United States *","17","        Fabricated metal product manufacturing",0
"00000","United States *","18","        Machinery manufacturing",0
"00000","United States *","19","        Computer and electronic product manufacturing",0
"00000","United States *","20","        Electrical equipment, appliance, and component manufacturing",-120000
"00000","United States *","21","        Motor vehicles, bodies and trailers, and parts manufacturing",0
"00000","United States *","22","        Other transportation equipment manufacturing",0
"00000","United States *","23","        Furniture and related product manufacturing",0
"00000","United States *","24","        Miscellaneous manufacturing",0
"00000","United States *","25","      Nondurable goods manufacturing",-5000
"00000","United States *","26","        Food and beverage and tobacco product manufacturing",0
"00000","United States *","27","        Textile mills and textile product mills",-5000
"00000","United States *","28","        Apparel, leather, and allied product manufacturing",0
"00000","United States *","29","        Paper manufacturing",0
"00000","United States *","30","        Printing and related support activities",0
"00000","United States *","31","        Petroleum and coal products manufacturing",0
"00000","United States *","32","        Chemical manufacturing",0
"00000","United States *","33","        Plastics and rubber products manufacturing",0
"00000","United States *","34","    Wholesale trade",0
"00000","United States *","35","    Retail trade",0
"00000","United States *","36","    Transportation and warehousing",-2234000
"00000","United States *","37","      Air transportation",-141000
"00000","United States *","38","      Rail transportation",-1799000
"00000","United States *","39","      Water transportation",-280000
"00000","United States *","40","      Truck transportation",-14000
"00000","United States *","41","      Transit and ground passenger transportation",0
"00000","United States *","42","      Pipeline transportation",0
"00000","United States *","43","      Other transportation and support activities",0
"00000","United States *","44","      Warehousing and storage",0
"00000","United States *","45","    Information",0
"00000","United States *","46","      Publishing industries (except Internet)",0
"00000","United States *","47","      Motion picture and sound recording industries",0
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",0
"00000","United States *","49","      Data processing, hosting, and other information services",0
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",-19000000
"00000","United States *","51","      Finance and insurance",-84000
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",-84000
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",0
"00000","United States *","54","        Insurance carriers and related activities",0
"00000","United States *","55","        Funds, trusts, and other financial vehicles",0
"00000","United States *","56","      Real estate and rental and leasing",-18916000
"00000","United States *","57","        Real estate",-18916000
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",0
"00000","United States *","59","    Professional and business services",0
"00000","United States *","60","      Professional, scientific, and technical services",0
"00000","United States *","61","        Legal services",0
"00000","United States *","62","        Computer systems design and related services",0
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",0
"00000","United States *","64","      Management of companies and enterprises",0
"00000","United States *","65","      Administrative and support and waste management and remediation services",0
"00000","United States *","66","        Administrative and support services",0
"00000","United States *","67","        Waste management and remediation services",0
"00000","United States *","68","    Educational services, health care, and social assistance",0
"00000","United States *","69","      Educational services",0
"00000","United States *","70","      Health care and social assistance",0
"00000","United States *","71","        Ambulatory health care services",0
"00000","United States *","72","        Hospitals",0
"00000","United States *","73","        Nursing and residential care facilities",0
"00000","United States *","74","        Social assistance",0
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",0
"00000","United States *","76","      Arts, entertainment, and recreation",0
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",0
"00000","United States *","78","        Amusement, gambling, and recreation industries",0
"00000","United States *","79","      Accommodation and food services",0
"00000","United States *","80","        Accommodation",0
"00000","United States *","81","        Food services and drinking places",0
"00000","United States *","82","    Other services (except government and government enterprises)",0
"00000","United States *","83","  Government and government enterprises",-20852000
"00000","United States *","84","    Federal civilian",-4370000
"00000","United States *","85","    Military",0
"00000","United States *","86","    State and local",-16482000
"00000","United States *","","Addenda:",""
"00000","United States *","87","Natural resources and mining",-10346000
"00000","United States *","88","Trade",0
"00000","United States *","89","Transportation and utilities",-2234000
"00000","United States *","90","Manufacturing and information",-125000
"00000","United States *","91","Private goods-producing industries 2/",-10471000
"00000","United States *","92","Private services-providing industries 3/",-21234000
"01000","Alabama","1","All industry total",-431203
"01000","Alabama","2","  Private industries",-318649
"01000","Alabama","3","    Agriculture, forestry, fishing and hunting",-136903
"01000","Alabama","4","      Farms",-136903
"01000","Alabama","5","      Forestry, fishing, and related activities",0
"01000","Alabama","6","    Mining, quarrying, and oil and gas extraction",0
"01000","Alabama","7","      Oil and gas extraction",0
"01000","Alabama","8","      Mining (except oil and gas)",0
"01000","Alabama","9","      Support activities for mining",0
"01000","Alabama","10","    Utilities",0
"01000","Alabama","11","    Construction",0
"01000","Alabama","12","    Manufacturing",-1597
"01000","Alabama","13","      Durable goods manufacturing",-1413
"01000","Alabama","14","        Wood product manufacturing",0
"01000","Alabama","15","        Nonmetallic mineral product manufacturing",0
"01000","Alabama","16","        Primary metal manufacturing",0
"01000","Alabama","17","        Fabricated metal product manufacturing",0
"01000","Alabama","18","        Machinery manufacturing",0
"01000","Alabama","19","        Computer and electronic product manufacturing",0
"01000","Alabama","20","        Electrical equipment, appliance, and component manufacturing",-1413
"01000","Alabama","21","        Motor vehicles, bodies and trailers, and parts manufacturing",0
"01000","Alabama","22","        Other transportation equipment manufacturing",0
"01000","Alabama","23","        Furniture and related product manufacturing",0
"01000","Alabama","24","        Miscellaneous manufacturing",0
"01000","Alabama","25","      Nondurable goods manufacturing",-184
"01000","Alabama","26","        Food and beverage and tobacco product manufacturing",0
"01000","Alabama","27","        Textile mills and textile product mills",-184
"01000","Alabama","28","        Apparel, leather, and allied product manufacturing",0
"01000","Alabama","29","        Paper manufacturing",0
"01000","Alabama","30","        Printing and related support activities",0
"01000","Alabama","31","        Petroleum and coal products manufacturing",0
"01000","Alabama","32","        Chemical manufacturing",0
"01000","Alabama","33","        Plastics and rubber products manufacturing",0
"01000","Alabama","34","    Wholesale trade",0
"01000","Alabama","35","    Retail trade",0
"01000","Alabama","36","    Transportation and warehousing",-7491
"01000","Alabama","37","      Air transportation",-516
"01000","Alabama","38","      Rail transportation",-1615
"01000","Alabama","39","      Water transportation",-5099
"01000","Alabama","40","      Truck transportation",-260
"01000","Alabama","41","      Transit and ground passenger transportation",0
"01000","Alabama","42","      Pipeline transportation",0
"01000","Alabama","43","      Other transportation and support activities",0
"01000","Alabama","44","      Warehousing and storage",0
"01000","Alabama","45","    Information",0
"01000","Alabama","46","      Publishing industries (except Internet)",0
"01000","Alabama","47","      Motion picture and sound recording industries",0
"01000","Alabama","48","      Broadcasting (except Internet) and telecommunications",0
"01000","Alabama","49","      Data processing, hosting, and other information services",0
"01000","Alabama","50","    Finance, insurance, real estate, rental, and leasing",-172658
"01000","Alabama","51","      Finance and insurance",-1451
"01000","Alabama","52","        Monetary Authorities- central bank, credit intermediation, and related services",-1451
"01000","Alabama","53","        Securities, commodity contracts, and other financial investments and related activities",0
"01000","Alabama","54","        Insurance carriers and related activities",0
"01000","Alabama","55","        Funds, trusts, and other financial vehicles",0
"01000","Alabama","56","      Real estate and rental and leasing",-171207
"01000","Alabama","57","        Real estate",-171207
"01000","Alabama","58","        Rental and leasing services and lessors of nonfinancial intangible assets",0
"01000","Alabama","59","    Professional and business services",0
"01000","Alabama","60","      Professional, scientific, and technical services",0
"01000","Alabama","61","        Legal services",0
"01000","Alabama","62","        Computer systems design and related services",0
"01000","Alabama","63","        Miscellaneous professional, scientific, and technical services",0
"01000","Alabama","64","      Management of companies and enterprises",0
"01000","Alabama","65","      Administrative and support and waste management and remediation services",0
"01000","Alabama","66","        Administrative and support services",0
"01000","Alabama","67","        Waste management and remediation services",0
"01000","Alabama","68","    Educational services, health care, and social assistance",0
"01000","Alabama","69","      Educational services",0
"01000","Alabama","70","      Health care and social assistance",0
"01000","Alabama","71","        Ambulatory health care services",0
"01000","Alabama","72","        Hospitals",0
"01000","Alabama","73","        Nursing and residential care facilities",0
"01000","Alabama","74","        Social assistance",0
"01000","Alabama","75","    Arts, entertainment, recreation, accommodation, and food services",0
"01000","Alabama","76","      Arts, entertainment, and recreation",0
"01000","Alabama","77","        Performing arts, spectator sports, museums, and related activities",0
"01000","Alabama","78","        Amusement, gambling, and recreation industries",0
"01000","Alabama","79","      Accommodation and food services",0
"01000","Alabama","80","        Accommodation",0
"01000","Alabama","81","        Food services and drinking places",0
"01000","Alabama","82","    Other services (except government and government enterprises)",0
"01000","Alabama","83","  Government and government enterprises",-112553
"01000","Alabama","84","    Federal civilian",-25812
"01000","Alabama","85","    Military",0
"01000","Alabama","86","    State and local",-86741
"01000","Alabama","","Addenda:",""
"01000","Alabama","87","Natural resources and mining",-136903
"01000","Alabama","88","Trade",0
"01000","Alabama","89","Transportation and utilities",-7491
"01000","Alabama","90","Manufacturing and information",-1597
"01000","Alabama","91","Private goods-producing industries 2/",-138500
"01000","Alabama","92","Private services-providing industries 3/",-180149
"02000","Alaska","1","All industry total",-91955
"02000","Alaska","2","  Private industries",-41299
"02000","Alaska","3","    Agriculture, forestry, fishing and hunting",-4237
"02000","Alaska","4","      Farms",-4237
"02000","Alaska","5","      Forestry, fishing, and related activities",0
"02000","Alaska","6","    Mining, quarrying, and oil and gas extraction",0
"02000","Alaska","7","      Oil and gas extraction",0
"02000","Alaska","8","      Mining (except oil and gas)",0
"02000","Alaska","9","      Support activities for mining",0
"02000","Alaska","10","    Utilities",0
"02000","Alaska","11","    Construction",0
"02000","Alaska","12","    Manufacturing",-10
"02000","Alaska","13","      Durable goods manufacturing",-9
"02000","Alaska","14","        Wood product manufacturing",0
"02000","Alaska","15","        Nonmetallic mineral product manufacturing",0
"02000","Alaska","16","        Primary metal manufacturing",0
"02000","Alaska","17","        Fabricated metal product manufacturing",0
"02000","Alaska","18","        Machinery manufacturing",0
"02000","Alaska","19","        Computer and electronic product manufacturing",0
"02000","Alaska","20","        Electrical equipment, appliance, and component manufacturing",-9
"02000","Alaska","21","        Motor vehicles, bodies and trailers, and parts manufacturing",0
"02000","Alaska","22","        Other transportation equipment manufacturing",0
"02000","Alaska","23","        Furniture and related product manufacturing",0
"02000","Alaska","24","        Miscellaneous manufacturing",0
"02000","Alaska","25","      Nondurable goods manufacturing",-1
"02000","Alaska","26","        Food and beverage and tobacco product manufacturing",0
"02000","Alaska","27","        Textile mills and textile product mills",-1
"02000","Alaska","28","        Apparel, leather, and allied product manufacturing",0
"02000","Alaska","29","        Paper manufacturing",0
"02000","Alaska","30","        Printing and related support activities",0
"02000","Alaska","31","        Petroleum and coal products manufacturing",0
"02000","Alaska","32","        Chemical manufacturing",0
"02000","Alaska","33","        Plastics and rubber products manufacturing",0
"02000","Alaska","34","    Wholesale trade",0
"02000","Alaska","35","    Retail trade",0
"02000","Alaska","36","    Transportation and warehousing",-4831
"02000","Alaska","37","      Air transportation",-1435
"02000","Alaska","38","      Rail transportation",0
"02000","Alaska","39","      Water transportation",-3360
"02000","Alaska","40","      Truck transportation",-37
"02000","Alaska","41","      Transit and ground passenger transportation",0
"02000","Alaska","42","      Pipeline transportation",0
"02000","Alaska","43","      Other transportation and support activities",0
"02000","Alaska","44","      Warehousing and storage",0
"02000","Alaska","45","    Information",0
"02000","Alaska","46","      Publishing industries (except Internet)",0
"02000","Alaska","47","      Motion picture and sound recording industries",0
"02000","Alaska","48","      Broadcasting (except Internet) and telecommunications",0
"02000","Alaska","49","      Data processing, hosting, and other information services",0
"02000","Alaska","50","    Finance, insurance, real estate, rental, and leasing",-32221
"02000","Alaska","51","      Finance and insurance",-259
"02000","Alaska","52","        Monetary Authorities- central bank, credit intermediation, and related services",-259
"02000","Alaska","53","        Securities, commodity contracts, and other financial investments and related activities",0
"02000","Alaska","54","        Insurance carriers and related activities",0
"02000","Alaska","55","        Funds, trusts, and other financial vehicles",0
"02000","Alaska","56","      Real estate and rental and leasing",-31962
"02000","Alaska","57","        Real estate",-31962
"02000","Alaska","58","        Rental and leasing services and lessors of nonfinancial intangible assets",0
"02000","Alaska","59","    Professional and business services",0
"02000","Alaska","60","      Professional, scientific, and technical services",0
"02000","Alaska","61","        Legal services",0
"02000","Alaska","62","        Computer systems design and related services",0
"02000","Alaska","63","        Miscellaneous professional, scientific, and technical services",0
"02000","Alaska","64","      Management of companies and enterprises",0
"02000","Alaska","65","      Administrative and support and waste management and remediation services",0
"02000","Alaska","66","        Administrative and support services",0
"02000","Alaska","67","        Waste management and remediation services",0
"02000","Alaska","68","    Educational services, health care, and social assistance",0
"02000","Alaska","69","      Educational services",0
"02000","Alaska","70","      Health care and social assistance",0
"02000","Alaska","71","        Ambulatory health care services",0
"02000","Alaska","72","        Hospitals",0
"02000","Alaska","73","        Nursing and residential care facilities",0
"02000","Alaska","74","        Social assistance",0
"02000","Alaska","75","    Arts, entertainment, recreation, accommodation, and food services",0
"02000","Alaska","76","      Arts, entertainment, and recreation",0
