"SAGDP2N Gross domestic product (GDP) by state 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2000"
"00000","United States *","1","All industry total",10250952.0
"00000","United States *","2","  Private industries",8927923.0
"00000","United States *","3","    Agriculture, forestry, fishing and hunting",98305.0
"00000","United States *","4","      Farms",76044.0
"00000","United States *","5","      Forestry, fishing, and related activities",22262.0
"00000","United States *","6","    Mining, quarrying, and oil and gas extraction",110542.0
"00000","United States *","7","      Oil and gas extraction",68211.0
"00000","United States *","8","      Mining (except oil and gas)",28506.0
"00000","United States *","9","      Support activities for mining",13824.0
"00000","United States *","10","    Utilities",180060.0
"00000","United States *","11","    Construction",461244.0
"00000","United States *","12","    Manufacturing",1549812.0
"00000","United States *","13","      Durable goods manufacturing",924595.0
"00000","United States *","14","        Wood product manufacturing",28304.0
"00000","United States *","15","        Nonmetallic mineral product manufacturing",42610.0
"00000","United States *","16","        Primary metal manufacturing",47029.0
"00000","United States *","17","        Fabricated metal product manufacturing",121278.0
"00000","United States *","18","        Machinery manufacturing",113059.0
"00000","United States *","19","        Computer and electronic product manufacturing",225333.0
"00000","United States *","20","        Electrical equipment, appliance, and component manufacturing",45661.0
"00000","United States *","21","        Motor vehicles, bodies and trailers, and parts manufacturing",137497.0
"00000","United States *","22","        Other transportation equipment manufacturing",71099.0
"00000","United States *","23","        Furniture and related product manufacturing",33513.0
"00000","United States *","24","        Miscellaneous manufacturing",59212.0
"00000","United States *","25","      Nondurable goods manufacturing",625217.0
"00000","United States *","26","        Food and beverage and tobacco product manufacturing",163183.0
"00000","United States *","27","        Textile mills and textile product mills",27980.0
"00000","United States *","28","        Apparel, leather, and allied product manufacturing",22152.0
"00000","United States *","29","        Paper manufacturing",62173.0
"00000","United States *","30","        Printing and related support activities",43678.0
"00000","United States *","31","        Petroleum and coal products manufacturing",52680.0
"00000","United States *","32","        Chemical manufacturing",187845.0
"00000","United States *","33","        Plastics and rubber products manufacturing",65527.0
"00000","United States *","34","    Wholesale trade",622520.0
"00000","United States *","35","    Retail trade",685404.0
"00000","United States *","36","    Transportation and warehousing",307775.0
"00000","United States *","37","      Air transportation",58099.0
"00000","United States *","38","      Rail transportation",23289.0
"00000","United States *","39","      Water transportation",8046.0
"00000","United States *","40","      Truck transportation",98022.0
"00000","United States *","41","      Transit and ground passenger transportation",18451.0
"00000","United States *","42","      Pipeline transportation",9361.0
"00000","United States *","43","      Other transportation and support activities",65846.0
"00000","United States *","44","      Warehousing and storage",26660.0
"00000","United States *","45","    Information",471177.0
"00000","United States *","46","      Publishing industries (except Internet)",115874.0
"00000","United States *","47","      Motion picture and sound recording industries",54142.0
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",276899.0
"00000","United States *","49","      Data processing, hosting, and other information services",24262.0
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",1974660.0
"00000","United States *","51","      Finance and insurance",744357.0
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",321314.0
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",133374.0
"00000","United States *","54","        Insurance carriers and related activities",274434.0
"00000","United States *","55","        Funds, trusts, and other financial vehicles",15236.0
"00000","United States *","56","      Real estate and rental and leasing",1230302.0
"00000","United States *","57","        Real estate",1094490.0
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",135812.0
"00000","United States *","59","    Professional and business services",1104918.0
"00000","United States *","60","      Professional, scientific, and technical services",651729.0
"00000","United States *","61","        Legal services",129128.0
"00000","United States *","62","        Computer systems design and related services",114079.0
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",408522.0
"00000","United States *","64","      Management of companies and enterprises",171128.0
"00000","United States *","65","      Administrative and support and waste management and remediation services",282061.0
"00000","United States *","66","        Administrative and support services",255924.0
"00000","United States *","67","        Waste management and remediation services",26137.0
"00000","United States *","68","    Educational services, health care, and social assistance",695365.0
"00000","United States *","69","      Educational services",95224.0
"00000","United States *","70","      Health care and social assistance",600141.0
"00000","United States *","71","        Ambulatory health care services",288334.0
"00000","United States *","72","        Hospitals",190078.0
"00000","United States *","73","        Nursing and residential care facilities",69124.0
"00000","United States *","74","        Social assistance",52604.0
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",386469.0
"00000","United States *","76","      Arts, entertainment, and recreation",98972.0
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",49295.0
"00000","United States *","78","        Amusement, gambling, and recreation industries",49677.0
"00000","United States *","79","      Accommodation and food services",287497.0
"00000","United States *","80","        Accommodation",93319.0
"00000","United States *","81","        Food services and drinking places",194178.0
"00000","United States *","82","    Other services (except government and government enterprises)",279672.0
"00000","United States *","83","  Government and government enterprises",1323025.0
"00000","United States *","84","    Federal civilian",248425.0
"00000","United States *","85","    Military",175111.0
"00000","United States *","86","    State and local",899491.0
"00000","United States *","","Addenda:",""
"00000","United States *","87","Natural resources and mining",208849.0
"00000","United States *","88","Trade",1307925.0
