"SAGDP6N Taxes on production and imports 1/"
"(thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2006"
"00000","United States *","1","All industry total",997041000
"00000","United States *","2","  Private industries",996609000
"00000","United States *","3","    Agriculture, forestry, fishing and hunting",7016000
"00000","United States *","4","      Farms",5871000
"00000","United States *","5","      Forestry, fishing, and related activities",1145000
"00000","United States *","6","    Mining, quarrying, and oil and gas extraction",29920000
"00000","United States *","7","      Oil and gas extraction",24548000
"00000","United States *","8","      Mining (except oil and gas)",4159000
"00000","United States *","9","      Support activities for mining",1213000
"00000","United States *","10","    Utilities",47937000
"00000","United States *","11","    Construction",8227000
"00000","United States *","12","    Manufacturing",61262000
"00000","United States *","13","      Durable goods manufacturing",23644000
"00000","United States *","14","        Wood product manufacturing",719000
"00000","United States *","15","        Nonmetallic mineral product manufacturing",1227000
"00000","United States *","16","        Primary metal manufacturing",2049000
"00000","United States *","17","        Fabricated metal product manufacturing",2483000
"00000","United States *","18","        Machinery manufacturing",2913000
"00000","United States *","19","        Computer and electronic product manufacturing",6327000
"00000","United States *","20","        Electrical equipment, appliance, and component manufacturing",1112000
"00000","United States *","21","        Motor vehicles, bodies and trailers, and parts manufacturing",2892000
"00000","United States *","22","        Other transportation equipment manufacturing",2027000
"00000","United States *","23","        Furniture and related product manufacturing",412000
"00000","United States *","24","        Miscellaneous manufacturing",1483000
"00000","United States *","25","      Nondurable goods manufacturing",37617000
"00000","United States *","26","        Food and beverage and tobacco product manufacturing",21440000
"00000","United States *","27","        Textile mills and textile product mills",668000
"00000","United States *","28","        Apparel, leather, and allied product manufacturing",316000
"00000","United States *","29","        Paper manufacturing",1751000
"00000","United States *","30","        Printing and related support activities",844000
"00000","United States *","31","        Petroleum and coal products manufacturing",2302000
"00000","United States *","32","        Chemical manufacturing",8776000
"00000","United States *","33","        Plastics and rubber products manufacturing",1519000
"00000","United States *","34","    Wholesale trade",171462000
"00000","United States *","35","    Retail trade",178916000
"00000","United States *","36","    Transportation and warehousing",25591000
"00000","United States *","37","      Air transportation",15113000
"00000","United States *","38","      Rail transportation",1132000
"00000","United States *","39","      Water transportation",689000
"00000","United States *","40","      Truck transportation",3501000
"00000","United States *","41","      Transit and ground passenger transportation",983000
"00000","United States *","42","      Pipeline transportation",1561000
"00000","United States *","43","      Other transportation and support activities",2073000
"00000","United States *","44","      Warehousing and storage",540000
"00000","United States *","45","    Information",48568000
"00000","United States *","46","      Publishing industries (except Internet)",3304000
"00000","United States *","47","      Motion picture and sound recording industries",5812000
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",37533000
"00000","United States *","49","      Data processing, hosting, and other information services",1918000
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",254622000
"00000","United States *","51","      Finance and insurance",40110000
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",13945000
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",4503000
"00000","United States *","54","        Insurance carriers and related activities",20894000
"00000","United States *","55","        Funds, trusts, and other financial vehicles",769000
"00000","United States *","56","      Real estate and rental and leasing",214512000
"00000","United States *","57","        Real estate",200800000
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",13712000
"00000","United States *","59","    Professional and business services",52735000
"00000","United States *","60","      Professional, scientific, and technical services",36784000
"00000","United States *","61","        Legal services",24296000
"00000","United States *","62","        Computer systems design and related services",3171000
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",9317000
"00000","United States *","64","      Management of companies and enterprises",7276000
"00000","United States *","65","      Administrative and support and waste management and remediation services",8675000
"00000","United States *","66","        Administrative and support services",6277000
"00000","United States *","67","        Waste management and remediation services",2398000
"00000","United States *","68","    Educational services, health care, and social assistance",27002000
"00000","United States *","69","      Educational services",5852000
"00000","United States *","70","      Health care and social assistance",21150000
"00000","United States *","71","        Ambulatory health care services",6751000
"00000","United States *","72","        Hospitals",9427000
"00000","United States *","73","        Nursing and residential care facilities",3688000
"00000","United States *","74","        Social assistance",1283000
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",66757000
"00000","United States *","76","      Arts, entertainment, and recreation",13405000
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",6128000
"00000","United States *","78","        Amusement, gambling, and recreation industries",7277000
"00000","United States *","79","      Accommodation and food services",53352000
"00000","United States *","80","        Accommodation",17877000
"00000","United States *","81","        Food services and drinking places",35474000
"00000","United States *","82","    Other services (except government and government enterprises)",16595000
"00000","United States *","83","  Government and government enterprises",432000
"00000","United States *","84","    Federal civilian",0
"00000","United States *","85","    Military",0
"00000","United States *","86","    State and local",432000
"00000","United States *","","Addenda:",""
"00000","United States *","87","Natural resources and mining",36936000
"00000","United States *","88","Trade",350378000
"00000","United States *","89","Transportation and utilities",73529000
"00000","United States *","90","Manufacturing and information",109827000
"00000","United States *","91","Private goods-producing industries 2/",106425000
"00000","United States *","92","Private services-providing industries 3/",890185000
"01000","Alabama","1","All industry total",10571273
"01000","Alabama","2","  Private industries",10571273
"01000","Alabama","3","    Agriculture, forestry, fishing and hunting",55060
"01000","Alabama","4","      Farms",30994
"01000","Alabama","5","      Forestry, fishing, and related activities",24066
"01000","Alabama","6","    Mining, quarrying, and oil and gas extraction",264142
"01000","Alabama","7","      Oil and gas extraction",192879
"01000","Alabama","8","      Mining (except oil and gas)",68485
"01000","Alabama","9","      Support activities for mining",2778
"01000","Alabama","10","    Utilities",1068015
"01000","Alabama","11","    Construction",95017
"01000","Alabama","12","    Manufacturing",432551
"01000","Alabama","13","      Durable goods manufacturing",220404
"01000","Alabama","14","        Wood product manufacturing",11262
"01000","Alabama","15","        Nonmetallic mineral product manufacturing",10478
"01000","Alabama","16","        Primary metal manufacturing",42618
"01000","Alabama","17","        Fabricated metal product manufacturing",20957
"01000","Alabama","18","        Machinery manufacturing",13774
