"SAGDP6N Taxes on production and imports 1/"
"(thousands of dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2004"
"00000","United States *","1","All industry total",868099000
"00000","United States *","2","  Private industries",867722000
"00000","United States *","3","    Agriculture, forestry, fishing and hunting",6219000
"00000","United States *","4","      Farms",5302000
"00000","United States *","5","      Forestry, fishing, and related activities",917000
"00000","United States *","6","    Mining, quarrying, and oil and gas extraction",20268000
"00000","United States *","7","      Oil and gas extraction",16100000
"00000","United States *","8","      Mining (except oil and gas)",3325000
"00000","United States *","9","      Support activities for mining",842000
"00000","United States *","10","    Utilities",41045000
"00000","United States *","11","    Construction",7172000
"00000","United States *","12","    Manufacturing",56051000
"00000","United States *","13","      Durable goods manufacturing",21826000
"00000","United States *","14","        Wood product manufacturing",627000
"00000","United States *","15","        Nonmetallic mineral product manufacturing",1085000
"00000","United States *","16","        Primary metal manufacturing",1944000
"00000","United States *","17","        Fabricated metal product manufacturing",2344000
"00000","United States *","18","        Machinery manufacturing",2666000
"00000","United States *","19","        Computer and electronic product manufacturing",5832000
"00000","United States *","20","        Electrical equipment, appliance, and component manufacturing",1043000
"00000","United States *","21","        Motor vehicles, bodies and trailers, and parts manufacturing",2741000
"00000","United States *","22","        Other transportation equipment manufacturing",1790000
"00000","United States *","23","        Furniture and related product manufacturing",362000
"00000","United States *","24","        Miscellaneous manufacturing",1391000
"00000","United States *","25","      Nondurable goods manufacturing",34224000
"00000","United States *","26","        Food and beverage and tobacco product manufacturing",19524000
"00000","United States *","27","        Textile mills and textile product mills",643000
"00000","United States *","28","        Apparel, leather, and allied product manufacturing",303000
"00000","United States *","29","        Paper manufacturing",1672000
"00000","United States *","30","        Printing and related support activities",781000
"00000","United States *","31","        Petroleum and coal products manufacturing",1973000
"00000","United States *","32","        Chemical manufacturing",7826000
"00000","United States *","33","        Plastics and rubber products manufacturing",1502000
"00000","United States *","34","    Wholesale trade",150922000
"00000","United States *","35","    Retail trade",155303000
"00000","United States *","36","    Transportation and warehousing",24375000
"00000","United States *","37","      Air transportation",15237000
"00000","United States *","38","      Rail transportation",1030000
"00000","United States *","39","      Water transportation",663000
"00000","United States *","40","      Truck transportation",2735000
"00000","United States *","41","      Transit and ground passenger transportation",918000
"00000","United States *","42","      Pipeline transportation",1388000
"00000","United States *","43","      Other transportation and support activities",1942000
"00000","United States *","44","      Warehousing and storage",462000
